EmployeeID,FirstName,LastName,Email,DepartmentID,ManagerID,JobRole,HireDate,Status,MonthlySalaryINR,WorkLocation,Gender,Age,DistanceFromHomeKM,EducationLevel
7359f127-082a-47a1-afd6-d98dac6f8531,Leda,Reinger,jeanette68@hotmail.com,198b9a3c-3147-4c7d-ab5e-e5f92d510165,ddf2f671-973b-4de9-afc4-04e64c763b88,Sales Representative,2023-11-04,Active,115291,Mumbai,Prefer not to say,49,22,Masters
74376a27-d9d0-49bf-9c83-bc4ab403c567,Shari,Monahan,bertrand.rowe@yahoo.com,bc6349a5-37e5-41d7-81d9-a869c12bbaf3,555ee223-e3a0-411a-bd41-37eb57af5802,Financial Analyst,2022-02-10,Terminated,79530,Pune,Prefer not to say,40,25,Masters
fc790a5e-5361-4772-af8b-ee1d742b0fe6,Gisselle,McCullough,madeline98@gmail.com,bc6349a5-37e5-41d7-81d9-a869c12bbaf3,5ca802ef-bd45-459e-8fb9-c2b0ce1e03cc,Accountant,2020-08-31,Active,107156,Pune,Female,24,1,PhD
00c00a8f-b622-4a76-9e00-ce938c614b1d,Seth,Tromp,jillian.balistreri39@gmail.com,198b9a3c-3147-4c7d-ab5e-e5f92d510165,d4ebadd9-8f6f-4097-bfeb-370bc1312ecf,Account Executive,2019-04-23,Active,57445,Mumbai,Prefer not to say,60,7,Bachelors
4433f642-09a1-4035-a78c-a2ccd919d61e,Ricky,Cronin,jany82@gmail.com,ddb2f8ea-e856-4cff-ab3e-6fb0654cac87,8565ea1d-4f56-4a49-b00a-1ff7618021be,Senior Software Engineer,2017-01-08,Active,117177,Bangalore,Female,45,7,Masters
b047d3dc-6bf9-498c-b69c-1cf1896bd490,Santa,Braun,owen.sawayn@hotmail.com,aee8398e-dcb0-4523-99e8-602cefec2b55,95fee654-165a-4426-8f15-5aa7615c5e52,SEO Analyst,2017-05-25,Active,50671,Delhi,Male,38,19,Masters
dc9895f6-cdf4-4d24-b2ae-243f43b91385,Emelie,Lindgren,david27@gmail.com,bc6349a5-37e5-41d7-81d9-a869c12bbaf3,f9bec295-192b-427e-b468-b90a36d3ed6e,Payroll Specialist,2019-12-08,Active,31221,Pune,Male,49,19,Bachelors
ed93b858-9ed1-469e-bd16-df78e690e7f2,Rusty,Cole,lenora.kunde78@gmail.com,198b9a3c-3147-4c7d-ab5e-e5f92d510165,c928550c-2338-463b-930a-29020041a190,Account Executive,2019-07-02,Active,74554,Mumbai,Female,54,27,Diploma
81cceb49-66a1-46ba-8b01-e8605c24a206,Rudy,Waelchi,lorraine.stokes@hotmail.com,aee8398e-dcb0-4523-99e8-602cefec2b55,c3301c22-2b4b-4c7f-827f-90a886d47311,SEO Analyst,2019-05-22,Active,103316,Delhi,Prefer not to say,57,6,Diploma
2e30c9a4-5232-45c6-bd48-e95d079c2f48,Beatrice,McKenzie,jettie.weissnat4@hotmail.com,198b9a3c-3147-4c7d-ab5e-e5f92d510165,75540a9f-e62c-4345-88b2-726080c8100d,Account Executive,2020-12-30,Active,94971,Mumbai,Non-Binary,40,17,Bachelors
6f2df1ae-9656-40c3-a15c-8dfce6aad49d,Jerald,Roberts,darnell_bins@hotmail.com,aee8398e-dcb0-4523-99e8-602cefec2b55,a21c8a2b-18ab-4040-b6ca-9d87668287e2,Marketing Specialist,2017-09-12,Active,99735,Delhi,Non-Binary,41,11,Bachelors
c84bb11c-b275-448f-9887-a3f3b3f991a8,Ayana,Kiehn,lionel_glover@gmail.com,aee8398e-dcb0-4523-99e8-602cefec2b55,f29a8f01-0ea3-45f6-a563-5ab88bd21740,Marketing Specialist,2020-06-03,Active,93460,Delhi,Male,53,11,Masters
0446c1e5-ad03-41bd-ab1f-dfd883f524dc,Terrell,Harvey,randi90@hotmail.com,ddb2f8ea-e856-4cff-ab3e-6fb0654cac87,b2876e84-60b7-4ebb-aa0a-3fbd7a27bca2,QA Engineer,2026-06-25,Terminated,113153,Bangalore,Male,27,24,Bachelors
2c96d918-aa1b-41cb-b9aa-f807ad8d789e,Wilbert,Schroeder,paulette40@gmail.com,198b9a3c-3147-4c7d-ab5e-e5f92d510165,0dc34f7f-1c7f-4008-9b7a-8c416421e4fa,Account Executive,2023-04-06,Active,85772,Mumbai,Prefer not to say,36,30,PhD
456c7c4e-8d4d-4bfc-bc77-8e985bd62a93,Milton,Lindgren,natalie24@gmail.com,198b9a3c-3147-4c7d-ab5e-e5f92d510165,254e5290-7c0b-4c32-a48f-ce956be85d4a,Account Executive,2017-08-02,Active,47263,Mumbai,Prefer not to say,39,20,PhD
5aa6d796-b898-4b8b-8db4-92f492653467,Aletha,Kovacek,angelo.stamm60@hotmail.com,75f9e8f5-86bc-44b1-89e1-172996323318,8763f813-0fd1-448e-ae96-bd0f6be5d249,HR Business Partner,2015-10-23,Active,88001,Hyderabad,Prefer not to say,24,13,Diploma
1731a96b-9624-4e2e-8cc8-8305124009a7,Oliver,Cremin,brenda_powlowski11@hotmail.com,bc6349a5-37e5-41d7-81d9-a869c12bbaf3,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,Payroll Specialist,2020-03-05,Terminated,104347,Pune,Non-Binary,43,13,Masters
6ea1b322-4bd9-4975-9d03-eb422e4af83b,Julio,Rath,sherman32@yahoo.com,aee8398e-dcb0-4523-99e8-602cefec2b55,0a372f95-d7ee-49d9-a2df-e7ddf82290de,Marketing Specialist,2024-06-04,Active,74830,Delhi,Male,23,22,PhD
da753927-de44-4e0d-9307-126a419b2d50,Susanna,Hane,stanley.zieme24@gmail.com,198b9a3c-3147-4c7d-ab5e-e5f92d510165,3cd82c5e-529d-4500-8d52-deee030c1ea3,Sales Representative,2018-02-27,Active,81013,Mumbai,Non-Binary,23,16,Bachelors
5ddbdf87-d237-4781-919f-4f16173784ea,Matt,Huels,georgia_roberts@gmail.com,198b9a3c-3147-4c7d-ab5e-e5f92d510165,40d6cd96-c5d0-4455-b009-0b0046dcb51b,Sales Representative,2017-09-11,Active,94775,Mumbai,Male,58,19,Bachelors
df8c0789-d679-4bbc-ad61-e54c0aa8945d,Jamaal,Cummerata-Lockman,mark_smitham@yahoo.com,198b9a3c-3147-4c7d-ab5e-e5f92d510165,ce210808-0643-4154-b355-0f4fdb9309a7,Account Executive,2020-10-08,Terminated,78645,Mumbai,Male,32,14,Diploma
ac0ead81-053b-44b1-9fa9-2f1726c8d34b,Jeffery,Wisoky,dewitt_fisher@gmail.com,aee8398e-dcb0-4523-99e8-602cefec2b55,630716e5-012e-462e-997f-4bddc29d22c6,Marketing Specialist,2019-03-09,Active,109786,Delhi,Male,57,8,Diploma
0f71c1a2-349f-48fd-87c9-2cc62e891684,Willow,Bruen,carrie54@hotmail.com,ddb2f8ea-e856-4cff-ab3e-6fb0654cac87,543b70df-c750-4d2d-8b42-9ad31bebe5d1,Senior Software Engineer,2026-05-19,Terminated,103408,Bangalore,Female,41,20,Masters
96c48ecd-be97-49b3-932c-91f6a499e210,Lorenzo,Willms,carole42@yahoo.com,aee8398e-dcb0-4523-99e8-602cefec2b55,8a6cb659-c889-4932-ba72-818cd81574f2,SEO Analyst,2023-01-04,Active,57162,Delhi,Female,38,13,Bachelors
44648b05-d262-4b91-8ffb-696fb5481313,Neal,Beer,myriam.olson93@yahoo.com,aee8398e-dcb0-4523-99e8-602cefec2b55,9c6389a2-f1aa-472a-a405-217b6094b685,Marketing Specialist,2022-08-14,Active,113110,Delhi,Male,37,6,Masters
e06610e2-d22f-4215-9c34-b28aa310fdff,Pierre,Hettinger,willie98@yahoo.com,ddb2f8ea-e856-4cff-ab3e-6fb0654cac87,a344149f-bc18-412b-940e-29c201e37a54,Software Engineer,2016-01-11,Active,73582,Bangalore,Male,43,28,PhD
33cc38fb-8b13-4389-82c8-e22e8e93085d,Julian,Schneider,justyn_wolff@yahoo.com,75f9e8f5-86bc-44b1-89e1-172996323318,7005687a-9bf2-49a1-ada1-97c42963f3ed,Recruiter,2017-05-23,Active,56695,Hyderabad,Male,51,26,PhD
4fa58af1-b9a9-4357-b44e-39101f2b7306,Darryl,Will,ricardo_corkery@gmail.com,ddb2f8ea-e856-4cff-ab3e-6fb0654cac87,7e265d70-9188-4135-8f84-55b39076442e,Senior Software Engineer,2018-01-09,Active,111740,Bangalore,Female,22,17,Masters
85130bdf-9b69-4030-bc14-b7ccf9677cd8,Vicky,Brekke,taylor.yost@gmail.com,198b9a3c-3147-4c7d-ab5e-e5f92d510165,36f9d437-0f3f-4390-b929-2ead8cea5fb5,Sales Development Rep,2016-04-20,Active,117938,Mumbai,Male,44,11,Masters
b1ba7560-9137-4c27-b0a7-8b9ce2c2eaf9,Bonita,Durgan,elsa.schamberger@yahoo.com,ddb2f8ea-e856-4cff-ab3e-6fb0654cac87,93893360-8fd5-40d9-a827-3d8dc0d2f698,Software Engineer,2022-08-16,Active,88782,Bangalore,Prefer not to say,23,15,Bachelors
3818fbea-1c9f-471b-bfd1-b86a11590cfa,Ismael,Waters,douglas.swift97@gmail.com,ddb2f8ea-e856-4cff-ab3e-6fb0654cac87,ddf2f671-973b-4de9-afc4-04e64c763b88,Software Engineer,2020-04-17,Active,30349,Bangalore,Male,25,12,Masters
db238baf-fa14-4c2d-95a8-395c609c2294,Braeden,Brown,gary_cole80@hotmail.com,aee8398e-dcb0-4523-99e8-602cefec2b55,555ee223-e3a0-411a-bd41-37eb57af5802,Marketing Specialist,2017-08-13,Active,40394,Delhi,Non-Binary,60,20,Bachelors
3d584bcc-df1a-498e-b5c3-3a353cc6ad8d,Hershel,Volkman,amy.bashirian@yahoo.com,ddb2f8ea-e856-4cff-ab3e-6fb0654cac87,5ca802ef-bd45-459e-8fb9-c2b0ce1e03cc,DevOps Engineer,2024-02-14,Active,99787,Bangalore,Prefer not to say,33,17,Bachelors
8e425a5e-469f-4a68-b63b-007238d79179,Lisa,Bergstrom,krystal27@hotmail.com,ddb2f8ea-e856-4cff-ab3e-6fb0654cac87,d4ebadd9-8f6f-4097-bfeb-370bc1312ecf,Senior Software Engineer,2016-02-03,Active,60997,Bangalore,Prefer not to say,25,10,PhD
fe370fa3-8228-487f-a9a4-11df92fc4e20,Aliza,Harris,cedrick_kuphal65@yahoo.com,aee8398e-dcb0-4523-99e8-602cefec2b55,8565ea1d-4f56-4a49-b00a-1ff7618021be,Content Writer,2015-09-05,Active,105562,Delhi,Female,30,1,PhD
d2c880e6-fcf1-471f-ad62-75af8df0e4eb,Melba,Balistreri,destiny_oconner10@gmail.com,aee8398e-dcb0-4523-99e8-602cefec2b55,95fee654-165a-4426-8f15-5aa7615c5e52,Content Writer,2022-03-23,Active,97832,Delhi,Non-Binary,34,6,Bachelors
4962b7de-5e65-4062-9d99-07577066ed37,Armand,Boyle,vera_powlowski@hotmail.com,aee8398e-dcb0-4523-99e8-602cefec2b55,f9bec295-192b-427e-b468-b90a36d3ed6e,Content Writer,2025-04-21,Active,92554,Delhi,Prefer not to say,40,27,PhD
b7befe44-6ce5-41ec-83b8-20a70ace89b9,Wanda,Hermiston,tavares.leffler@yahoo.com,aee8398e-dcb0-4523-99e8-602cefec2b55,c928550c-2338-463b-930a-29020041a190,Marketing Specialist,2015-10-23,Active,58352,Delhi,Prefer not to say,55,2,Diploma
251cb9ca-580d-4cb2-b515-6260080ab6a5,Oren,Schmitt,elsie98@hotmail.com,198b9a3c-3147-4c7d-ab5e-e5f92d510165,c3301c22-2b4b-4c7f-827f-90a886d47311,Account Executive,2024-10-26,Active,55478,Mumbai,Female,37,17,Diploma
d4c22a55-0471-4827-8f15-a62d3856bf3b,Brandyn,Heaney,willard76@gmail.com,aee8398e-dcb0-4523-99e8-602cefec2b55,75540a9f-e62c-4345-88b2-726080c8100d,Marketing Specialist,2020-11-25,Active,58743,Delhi,Non-Binary,40,26,Masters
ce18dadc-2b90-4385-9158-f8ab2956b564,Angus,Quitzon,ellen16@yahoo.com,bc6349a5-37e5-41d7-81d9-a869c12bbaf3,a21c8a2b-18ab-4040-b6ca-9d87668287e2,Accountant,2023-05-10,Active,60812,Pune,Prefer not to say,51,14,PhD
43bbec93-bb56-4718-b13e-cd241e5cfcb3,Howell,Stiedemann,cheyanne60@hotmail.com,ddb2f8ea-e856-4cff-ab3e-6fb0654cac87,f29a8f01-0ea3-45f6-a563-5ab88bd21740,Senior Software Engineer,2024-08-22,Active,69133,Bangalore,Male,51,29,PhD
e800fa7a-0025-4772-8c5c-60e979f7b02c,Arthur,Koch,jared_champlin@gmail.com,198b9a3c-3147-4c7d-ab5e-e5f92d510165,b2876e84-60b7-4ebb-aa0a-3fbd7a27bca2,Sales Representative,2015-08-22,Active,117331,Mumbai,Female,40,16,Bachelors
81f91d32-85b5-4e9a-bbe0-4edc79c032bc,Dallas,Hahn,kaela.skiles64@gmail.com,aee8398e-dcb0-4523-99e8-602cefec2b55,0dc34f7f-1c7f-4008-9b7a-8c416421e4fa,Content Writer,2022-07-19,Terminated,99623,Delhi,Non-Binary,53,2,Masters
ce8e066d-bf71-4044-8854-fc0328983d5d,Renee,Fahey,leif_schneider24@yahoo.com,bc6349a5-37e5-41d7-81d9-a869c12bbaf3,254e5290-7c0b-4c32-a48f-ce956be85d4a,Payroll Specialist,2018-02-14,Active,61811,Pune,Non-Binary,44,19,Diploma
54c2c80f-93cd-4331-ae33-a7b3e0647f9c,Janis,Spinka,vincent.kessler88@hotmail.com,aee8398e-dcb0-4523-99e8-602cefec2b55,8763f813-0fd1-448e-ae96-bd0f6be5d249,Marketing Specialist,2016-10-20,Active,85634,Delhi,Female,46,24,PhD
f5114312-5644-4042-a24c-2a5b968935c5,Rafael,Haley,macie99@gmail.com,ddb2f8ea-e856-4cff-ab3e-6fb0654cac87,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,Software Engineer,2021-10-10,Active,72401,Bangalore,Non-Binary,42,16,Diploma
b6344ac3-2ae1-4a76-a11b-103658e1b0fb,Eve,Kuphal,larry15@hotmail.com,75f9e8f5-86bc-44b1-89e1-172996323318,0a372f95-d7ee-49d9-a2df-e7ddf82290de,Recruiter,2025-12-19,Active,109437,Hyderabad,Non-Binary,37,3,PhD
f774f46a-e32c-4a13-8218-9ba4f2ee8e78,Mekhi,Bashirian,emilie.brekke86@gmail.com,bc6349a5-37e5-41d7-81d9-a869c12bbaf3,3cd82c5e-529d-4500-8d52-deee030c1ea3,Financial Analyst,2023-10-07,Active,58518,Pune,Non-Binary,34,6,Bachelors
3e9a5a42-aacf-4a7c-88b6-19fe91ed982a,Ladarius,Quigley,marquise_frami36@yahoo.com,bc6349a5-37e5-41d7-81d9-a869c12bbaf3,40d6cd96-c5d0-4455-b009-0b0046dcb51b,Financial Analyst,2020-11-29,Terminated,56206,Pune,Non-Binary,37,25,PhD
77d4a991-fb0f-4b52-97ee-3e209c3e5724,Frank,Barrows,valerie35@yahoo.com,ddb2f8ea-e856-4cff-ab3e-6fb0654cac87,ce210808-0643-4154-b355-0f4fdb9309a7,Software Engineer,2021-12-14,Active,89154,Bangalore,Male,32,4,Masters
1daaf593-d813-4d03-9afe-a305aad6986a,Gustavo,Aufderhar,scott_champlin40@gmail.com,ddb2f8ea-e856-4cff-ab3e-6fb0654cac87,630716e5-012e-462e-997f-4bddc29d22c6,Software Engineer,2021-04-23,Terminated,65727,Bangalore,Female,55,24,Masters
6425c2d4-04ed-4ba9-a69e-86bb62eb8f87,Destany,Wisozk,merle78@hotmail.com,ddb2f8ea-e856-4cff-ab3e-6fb0654cac87,543b70df-c750-4d2d-8b42-9ad31bebe5d1,DevOps Engineer,2026-05-06,Active,82171,Bangalore,Non-Binary,29,8,Bachelors
b7251c3a-5796-4eff-a231-52b84894580e,Guillermo,McDermott,mariano15@gmail.com,75f9e8f5-86bc-44b1-89e1-172996323318,8a6cb659-c889-4932-ba72-818cd81574f2,HR Generalist,2022-11-01,Active,47884,Hyderabad,Male,40,12,PhD
f555012d-2d12-4013-b51e-ff95bac02786,Geneva,Hickle,gordon.schultz@hotmail.com,75f9e8f5-86bc-44b1-89e1-172996323318,9c6389a2-f1aa-472a-a405-217b6094b685,Recruiter,2021-05-19,Active,107798,Hyderabad,Non-Binary,35,6,PhD
e2adefb3-9e9b-4fdd-9fd0-84c65137702c,Paxton,Cronin,roscoe90@yahoo.com,75f9e8f5-86bc-44b1-89e1-172996323318,a344149f-bc18-412b-940e-29c201e37a54,Recruiter,2019-06-22,Active,113863,Hyderabad,Prefer not to say,32,21,Masters
08854e92-a5e5-4e86-a8ad-906cd5829ace,Evan,Mante,tabitha_schultz-hettinger@gmail.com,aee8398e-dcb0-4523-99e8-602cefec2b55,7005687a-9bf2-49a1-ada1-97c42963f3ed,Marketing Specialist,2026-01-16,Terminated,78448,Delhi,Prefer not to say,22,20,Masters
a63b557e-647f-43a0-8b53-468086b5f416,Merritt,Kling,monica_schoen18@hotmail.com,bc6349a5-37e5-41d7-81d9-a869c12bbaf3,7e265d70-9188-4135-8f84-55b39076442e,Financial Analyst,2017-07-31,Active,54832,Pune,Non-Binary,28,5,Masters
df0d010f-8474-4b39-830a-148411807236,Meredith,Schmeler,loraine.tillman@gmail.com,bc6349a5-37e5-41d7-81d9-a869c12bbaf3,36f9d437-0f3f-4390-b929-2ead8cea5fb5,Financial Analyst,2025-01-04,Terminated,109189,Pune,Female,42,27,Masters
